name1,name2,docs1,docs2,code1,code2,docs_score,code_score
count_ones_iter,iterate,count_ones_iter Using Brian Kernighan's Algorithm. (Iterative Approach),"iterate Be careful with high values (above 5) since the time to calculate increases
exponentially.
>>> iterate([numpy.array([0, 0]), numpy.array([1, 0])], 1)
[array([0, 0]), array([0.33333333, 0.        ]), array([0.5       , 0.28867513]), array([0.66666667, 0.        ]), array([1, 0])]","def count_ones_iter(n):
    """"""Using Brian Kernighan's Algorithm. (Iterative Approach)""""""
    count = 0
    while n:
        n &= n - 1
        count += 1
    return count","def iterate(initial_vectors: list[numpy.ndarray], steps: int) -> list[numpy.ndarray]:
    """"""
    Go through the number of iterations determined by the argument ""steps"".
    Be careful with high values (above 5) since the time to calculate increases
    exponentially.
    >>> iterate([numpy.array([0, 0]), numpy.array([1, 0])], 1)
    [array([0, 0]), array([0.33333333, 0.        ]), array([0.5       , 0.28867513]), array([0.66666667, 0.        ]), array([1, 0])]
    """"""
    vectors = initial_vectors
    for _ in range(steps):
        vectors = iteration_step(vectors)
    return vectors",0.605916,0.40225628
powerset,heaps,"powerset For a range of integers up to the length of the given list,
make all possible combinations and chain them together as one object.
From https://docs.python.org/3/library/itertools.html#itertools-recipes","heaps returning all permutations of a list.
>>> heaps([])
[()]
>>> heaps([0])
[(0,)]
>>> heaps([-1, 1])
[(-1, 1), (1, -1)]
>>> heaps([1, 2, 3])
[(1, 2, 3), (2, 1, 3), (3, 1, 2), (1, 3, 2), (2, 3, 1), (3, 2, 1)]
>>> from itertools import permutations
>>> sorted(heaps([1,2,3])) == sorted(permutations([1,2,3]))
True
>>> all(sorted(heaps(x)) == sorted(permutations(x))
...     for x in ([], [0], [-1, 1], [1, 2, 3]))
True","def powerset(iterable):
    """"""Calculate the powerset of any iterable.

    For a range of integers up to the length of the given list,
    make all possible combinations and chain them together as one object.
    From https://docs.python.org/3/library/itertools.html#itertools-recipes
    """"""
    'list(powerset([1,2,3])) --> [(), (1,), (2,), (3,), (1,2), (1,3), (2,3), (1,2,3)]'
    s = list(iterable)
    return chain.from_iterable((combinations(s, r) for r in range(len(s) + 1)))","def heaps(arr: list) -> list:
    """"""
    Pure python implementation of the iterative Heap's algorithm,
    returning all permutations of a list.
    >>> heaps([])
    [()]
    >>> heaps([0])
    [(0,)]
    >>> heaps([-1, 1])
    [(-1, 1), (1, -1)]
    >>> heaps([1, 2, 3])
    [(1, 2, 3), (2, 1, 3), (3, 1, 2), (1, 3, 2), (2, 3, 1), (3, 2, 1)]
    >>> from itertools import permutations
    >>> sorted(heaps([1,2,3])) == sorted(permutations([1,2,3]))
    True
    >>> all(sorted(heaps(x)) == sorted(permutations(x))
    ...     for x in ([], [0], [-1, 1], [1, 2, 3]))
    True
    """"""
    if len(arr) <= 1:
        return [tuple(arr)]
    res = []

    def generate(n: int, arr: list):
        c = [0] * n
        res.append(tuple(arr))
        i = 0
        while i < n:
            if c[i] < i:
                if i % 2 == 0:
                    (arr[0], arr[i]) = (arr[i], arr[0])
                else:
                    (arr[c[i]], arr[i]) = (arr[i], arr[c[i]])
                res.append(tuple(arr))
                c[i] += 1
                i = 0
            else:
                c[i] = 0
                i += 1
    generate(len(arr), arr)
    return res",0.5044131,0.4516844
optimal_set_cover,max_sub_array_sum,optimal_set_cover Finds the minimum cost subcollection os S that covers all elements of U,max_sub_array_sum -3,"def optimal_set_cover(universe, subsets, costs):
    """""" Optimal algorithm - DONT USE ON BIG INPUTS - O(2^n) complexity!
    Finds the minimum cost subcollection os S that covers all elements of U

    Args:
        universe (list): Universe of elements
        subsets (dict): Subsets of U {S1:elements,S2:elements}
        costs (dict): Costs of each subset in S - {S1:cost, S2:cost...}
    """"""
    pset = powerset(subsets.keys())
    best_set = None
    best_cost = float('inf')
    for subset in pset:
        covered = set()
        cost = 0
        for s in subset:
            covered.update(subsets[s])
            cost += costs[s]
        if len(covered) == len(universe) and cost < best_cost:
            best_set = subset
            best_cost = cost
    return best_set","def max_sub_array_sum(a: list, size: int=0):
    """"""
    >>> max_sub_array_sum([-13, -3, -25, -20, -3, -16, -23, -12, -5, -22, -15, -4, -7])
    -3
    """"""
    size = size or len(a)
    max_so_far = -maxsize - 1
    max_ending_here = 0
    for i in range(0, size):
        max_ending_here = max_ending_here + a[i]
        max_so_far = max(max_so_far, max_ending_here)
        max_ending_here = max(max_ending_here, 0)
    return max_so_far",0.53911406,0.9877685
greedy_set_cover,greedy_min_vertex_cover,greedy_set_cover inputs - though not an optimal solution.,"greedy_min_vertex_cover @input: graph (graph stored in an adjacency list where each vertex
        is represented with an integer)
@example:
>>> graph = {0: [1, 3], 1: [0, 3], 2: [0, 3, 4], 3: [0, 1, 2], 4: [2, 3]}
>>> greedy_min_vertex_cover(graph)
{0, 1, 2, 4}","def greedy_set_cover(universe, subsets, costs):
    """"""Approximate greedy algorithm for set-covering. Can be used on large
    inputs - though not an optimal solution.

    Args:
        universe (list): Universe of elements
        subsets (dict): Subsets of U {S1:elements,S2:elements}
        costs (dict): Costs of each subset in S - {S1:cost, S2:cost...}
    """"""
    elements = set((e for s in subsets.keys() for e in subsets[s]))
    if elements != universe:
        return None
    covered = set()
    cover_sets = []
    while covered != universe:
        min_cost_elem_ratio = float('inf')
        min_set = None
        for (s, elements) in subsets.items():
            new_elements = len(elements - covered)
            if new_elements != 0:
                cost_elem_ratio = costs[s] / new_elements
                if cost_elem_ratio < min_cost_elem_ratio:
                    min_cost_elem_ratio = cost_elem_ratio
                    min_set = s
        cover_sets.append(min_set)
        covered |= subsets[min_set]
    return cover_sets","def greedy_min_vertex_cover(graph: dict) -> set[int]:
    """"""
    Greedy APX Algorithm for min Vertex Cover
    @input: graph (graph stored in an adjacency list where each vertex
            is represented with an integer)
    @example:
    >>> graph = {0: [1, 3], 1: [0, 3], 2: [0, 3, 4], 3: [0, 1, 2], 4: [2, 3]}
    >>> greedy_min_vertex_cover(graph)
    {0, 1, 2, 4}
    """"""
    queue: list[list] = []
    for (key, value) in graph.items():
        heapq.heappush(queue, [-1 * len(value), (key, value)])
    chosen_vertices = set()
    while queue and queue[0][0] != 0:
        argmax = heapq.heappop(queue)[1][0]
        chosen_vertices.add(argmax)
        for elem in queue:
            if elem[0] == 0:
                continue
            if argmax in elem[1][1]:
                index = elem[1][1].index(argmax)
                del elem[1][1][index]
                elem[0] += 1
        heapq.heapify(queue)
    return chosen_vertices",0.5035794,0.99364036
exchange_sort,exchange_sort,exchange_sort Complexity : O(n^2),"exchange_sort Source: https://en.wikipedia.org/wiki/Sorting_algorithm#Exchange_sort
>>> exchange_sort([5, 4, 3, 2, 1])
[1, 2, 3, 4, 5]
>>> exchange_sort([-1, -2, -3])
[-3, -2, -1]
>>> exchange_sort([1, 2, 3, 4, 5])
[1, 2, 3, 4, 5]
>>> exchange_sort([0, 10, -2, 5, 3])
[-2, 0, 3, 5, 10]
>>> exchange_sort([])
[]","def exchange_sort(arr):
    """"""
    Reference : https://en.wikipedia.org/wiki/Sorting_algorithm#Exchange_sort
    Complexity : O(n^2)
    """"""
    arr_len = len(arr)
    for i in range(arr_len - 1):
        for j in range(i + 1, arr_len):
            if arr[i] > arr[j]:
                (arr[i], arr[j]) = (arr[j], arr[i])
    return arr","def exchange_sort(numbers: list[int]) -> list[int]:
    """"""
    Uses exchange sort to sort a list of numbers.
    Source: https://en.wikipedia.org/wiki/Sorting_algorithm#Exchange_sort
    >>> exchange_sort([5, 4, 3, 2, 1])
    [1, 2, 3, 4, 5]
    >>> exchange_sort([-1, -2, -3])
    [-3, -2, -1]
    >>> exchange_sort([1, 2, 3, 4, 5])
    [1, 2, 3, 4, 5]
    >>> exchange_sort([0, 10, -2, 5, 3])
    [-2, 0, 3, 5, 10]
    >>> exchange_sort([])
    []
    """"""
    numbers_length = len(numbers)
    for i in range(numbers_length):
        for j in range(i + 1, numbers_length):
            if numbers[j] < numbers[i]:
                (numbers[i], numbers[j]) = (numbers[j], numbers[i])
    return numbers",0.6653551,0.9999918
merge_sort,merge_insertion_sort,merge_sort Complexity: O(n log(n)),merge_insertion_sort Pure implementation of merge-insertion sort algorithm in Python,"def merge_sort(arr):
    """""" Merge Sort
        Complexity: O(n log(n))
    """"""
    if len(arr) <= 1:
        return arr
    mid = len(arr) // 2
    (left, right) = (merge_sort(arr[:mid]), merge_sort(arr[mid:]))
    return merge(left, right, arr.copy())","def merge_insertion_sort(collection: list[int]) -> list[int]:
    """"""Pure implementation of merge-insertion sort algorithm in Python

    :param collection: some mutable ordered collection with heterogeneous
    comparable items inside
    :return: the same collection ordered by ascending

    Examples:
    >>> merge_insertion_sort([0, 5, 3, 2, 2])
    [0, 2, 2, 3, 5]

    >>> merge_insertion_sort([99])
    [99]

    >>> merge_insertion_sort([-2, -5, -45])
    [-45, -5, -2]

    Testing with all permutations on range(0,5):
    >>> import itertools
    >>> permutations = list(itertools.permutations([0, 1, 2, 3, 4]))
    >>> all(merge_insertion_sort(p) == [0, 1, 2, 3, 4] for p in permutations)
    True
    """"""
    if len(collection) <= 1:
        return collection
    '\n    Group the items into two pairs, and leave one element if there is a last odd item.\n\n    Example: [999, 100, 75, 40, 10000]\n                -> [999, 100], [75, 40]. Leave 10000.\n    '
    two_paired_list = []
    has_last_odd_item = False
    for i in range(0, len(collection), 2):
        if i == len(collection) - 1:
            has_last_odd_item = True
        else:
            '\n            Sort two-pairs in each groups.\n\n            Example: [999, 100], [75, 40]\n                        -> [100, 999], [40, 75]\n            '
            if collection[i] < collection[i + 1]:
                two_paired_list.append([collection[i], collection[i + 1]])
            else:
                two_paired_list.append([collection[i + 1], collection[i]])
    '\n    Sort two_paired_list.\n\n    Example: [100, 999], [40, 75]\n                -> [40, 75], [100, 999]\n    '
    sorted_list_2d = sortlist_2d(two_paired_list)
    '\n    40 < 100 is sure because it has already been sorted.\n    Generate the sorted_list of them so that you can avoid unnecessary comparison.\n\n    Example:\n           group0 group1\n           40     100\n           75     999\n        ->\n           group0 group1\n           [40,   100]\n           75     999\n    '
    result = [i[0] for i in sorted_list_2d]
    '\n    100 < 999 is sure because it has already been sorted.\n    Put 999 in last of the sorted_list so that you can avoid unnecessary comparison.\n\n    Example:\n           group0 group1\n           [40,   100]\n           75     999\n        ->\n           group0 group1\n           [40,   100,   999]\n           75\n    '
    result.append(sorted_list_2d[-1][1])
    '\n    Insert the last odd item left if there is.\n\n    Example:\n           group0 group1\n           [40,   100,   999]\n           75\n        ->\n           group0 group1\n           [40,   100,   999,   10000]\n           75\n    '
    if has_last_odd_item:
        pivot = collection[-1]
        result = binary_search_insertion(result, pivot)
    ""\n    Insert the remaining items.\n    In this case, 40 < 75 is sure because it has already been sorted.\n    Therefore, you only need to insert 75 into [100, 999, 10000],\n    so that you can avoid unnecessary comparison.\n\n    Example:\n           group0 group1\n           [40,   100,   999,   10000]\n            ^ You don't need to compare with this as 40 < 75 is already sure.\n           75\n        ->\n           [40,   75,    100,   999,   10000]\n    ""
    is_last_odd_item_inserted_before_this_index = False
    for i in range(len(sorted_list_2d) - 1):
        if result[i] == collection[-1] and has_last_odd_item:
            is_last_odd_item_inserted_before_this_index = True
        pivot = sorted_list_2d[i][1]
        if is_last_odd_item_inserted_before_this_index:
            result = result[:i + 2] + binary_search_insertion(result[i + 2:], pivot)
        else:
            result = result[:i + 1] + binary_search_insertion(result[i + 1:], pivot)
    return result",0.6718206,0.9875052
merge,combination_sum_iv_dp_array,merge Complexity: O(n),"combination_sum_iv_dp_array of possible combination in O(N^2) Time Complexity as we are using Dynamic
programming array here.

>>> combination_sum_iv_dp_array(3, [1,2,5], 5)
9","def merge(left, right, merged):
    """""" Merge helper
        Complexity: O(n)
    """"""
    (left_cursor, right_cursor) = (0, 0)
    while left_cursor < len(left) and right_cursor < len(right):
        if left[left_cursor] <= right[right_cursor]:
            merged[left_cursor + right_cursor] = left[left_cursor]
            left_cursor += 1
        else:
            merged[left_cursor + right_cursor] = right[right_cursor]
            right_cursor += 1
    for left_cursor in range(left_cursor, len(left)):
        merged[left_cursor + right_cursor] = left[left_cursor]
    for right_cursor in range(right_cursor, len(right)):
        merged[left_cursor + right_cursor] = right[right_cursor]
    return merged","def combination_sum_iv_dp_array(n: int, array: list[int], target: int) -> int:
    """"""
    Function checks the all possible combinations, and returns the count
    of possible combination in O(N^2) Time Complexity as we are using Dynamic
    programming array here.

    >>> combination_sum_iv_dp_array(3, [1,2,5], 5)
    9
    """"""

    def count_of_possible_combinations_with_dp_array(target: int, dp_array: list[int]) -> int:
        if target < 0:
            return 0
        if target == 0:
            return 1
        if dp_array[target] != -1:
            return dp_array[target]
        answer = sum((count_of_possible_combinations_with_dp_array(target - item, dp_array) for item in array))
        dp_array[target] = answer
        return answer
    dp_array = [-1] * (target + 1)
    return count_of_possible_combinations_with_dp_array(target, dp_array)",0.671991,0.41165847
cocktail_shaker_sort,cocktail_shaker_sort,"cocktail_shaker_sort Sorting a given array
mutation of bubble sort

reference: https://en.wikipedia.org/wiki/Cocktail_shaker_sort

Worst-case performance: O(N^2)","cocktail_shaker_sort >>> cocktail_shaker_sort([4, 5, 2, 1, 2])
[1, 2, 2, 4, 5]

>>> cocktail_shaker_sort([-4, 5, 0, 1, 2, 11])
[-4, 0, 1, 2, 5, 11]

>>> cocktail_shaker_sort([0.1, -2.4, 4.4, 2.2])
[-2.4, 0.1, 2.2, 4.4]

>>> cocktail_shaker_sort([1, 2, 3, 4, 5])
[1, 2, 3, 4, 5]

>>> cocktail_shaker_sort([-4, -5, -24, -7, -11])
[-24, -11, -7, -5, -4]","def cocktail_shaker_sort(arr):
    """"""
    Cocktail_shaker_sort
    Sorting a given array
    mutation of bubble sort

    reference: https://en.wikipedia.org/wiki/Cocktail_shaker_sort
    
    Worst-case performance: O(N^2)
    """"""

    def swap(i, j):
        (arr[i], arr[j]) = (arr[j], arr[i])
    n = len(arr)
    swapped = True
    while swapped:
        swapped = False
        for i in range(1, n):
            if arr[i - 1] > arr[i]:
                swap(i - 1, i)
                swapped = True
        if swapped == False:
            return arr
        swapped = False
        for i in range(n - 1, 0, -1):
            if arr[i - 1] > arr[i]:
                swap(i - 1, i)
                swapped = True
    return arr","def cocktail_shaker_sort(unsorted: list) -> list:
    """"""
    Pure implementation of the cocktail shaker sort algorithm in Python.
    >>> cocktail_shaker_sort([4, 5, 2, 1, 2])
    [1, 2, 2, 4, 5]

    >>> cocktail_shaker_sort([-4, 5, 0, 1, 2, 11])
    [-4, 0, 1, 2, 5, 11]

    >>> cocktail_shaker_sort([0.1, -2.4, 4.4, 2.2])
    [-2.4, 0.1, 2.2, 4.4]

    >>> cocktail_shaker_sort([1, 2, 3, 4, 5])
    [1, 2, 3, 4, 5]

    >>> cocktail_shaker_sort([-4, -5, -24, -7, -11])
    [-24, -11, -7, -5, -4]
    """"""
    for i in range(len(unsorted) - 1, 0, -1):
        swapped = False
        for j in range(i, 0, -1):
            if unsorted[j] < unsorted[j - 1]:
                (unsorted[j], unsorted[j - 1]) = (unsorted[j - 1], unsorted[j])
                swapped = True
        for j in range(i):
            if unsorted[j] > unsorted[j + 1]:
                (unsorted[j], unsorted[j + 1]) = (unsorted[j + 1], unsorted[j])
                swapped = True
        if not swapped:
            break
    return unsorted",0.7237555,0.99998796
shell_sort,shell_sort,shell_sort Complexity: O(n^2),shell_sort Implementation of shell sort algorithm in Python,"def shell_sort(arr):
    """""" Shell Sort
        Complexity: O(n^2)
    """"""
    n = len(arr)
    gap = n // 2
    while gap > 0:
        y_index = gap
        while y_index < len(arr):
            y = arr[y_index]
            x_index = y_index - gap
            while x_index >= 0 and y < arr[x_index]:
                arr[x_index + gap] = arr[x_index]
                x_index = x_index - gap
            arr[x_index + gap] = y
            y_index = y_index + 1
        gap = gap // 2
    return arr","def shell_sort(collection: list) -> list:
    """"""Implementation of shell sort algorithm in Python
    :param collection:  Some mutable ordered collection with heterogeneous
    comparable items inside
    :return:  the same collection ordered by ascending

    >>> shell_sort([3, 2, 1])
    [1, 2, 3]
    >>> shell_sort([])
    []
    >>> shell_sort([1])
    [1]
    """"""
    gap = len(collection)
    shrink = 1.3
    while gap > 1:
        gap = int(gap / shrink)
        for i in range(gap, len(collection)):
            temp = collection[i]
            j = i
            while j >= gap and collection[j - gap] > temp:
                collection[j] = collection[j - gap]
                j -= gap
            collection[j] = temp
    return collection",0.62496555,0.99982256
bogo_sort,bogo_sort,"bogo_sort Best Case Complexity: O(n)
Worst Case Complexity: O(∞)
Average Case Complexity: O(n(n-1)!)",bogo_sort Pure implementation of the bogosort algorithm in Python,"def bogo_sort(arr, simulation=False):
    """"""Bogo Sort
        Best Case Complexity: O(n)
        Worst Case Complexity: O(∞)
        Average Case Complexity: O(n(n-1)!)
    """"""
    iteration = 0
    if simulation:
        print('iteration', iteration, ':', *arr)

    def is_sorted(arr):
        i = 0
        arr_len = len(arr)
        while i + 1 < arr_len:
            if arr[i] > arr[i + 1]:
                return False
            i += 1
        return True
    while not is_sorted(arr):
        random.shuffle(arr)
        if simulation:
            iteration = iteration + 1
            print('iteration', iteration, ':', *arr)
    return arr","def bogo_sort(collection):
    """"""Pure implementation of the bogosort algorithm in Python
    :param collection: some mutable ordered collection with heterogeneous
    comparable items inside
    :return: the same collection ordered by ascending
    Examples:
    >>> bogo_sort([0, 5, 3, 2, 2])
    [0, 2, 2, 3, 5]
    >>> bogo_sort([])
    []
    >>> bogo_sort([-2, -5, -45])
    [-45, -5, -2]
    """"""

    def is_sorted(collection):
        if len(collection) < 2:
            return True
        for i in range(len(collection) - 1):
            if collection[i] > collection[i + 1]:
                return False
        return True
    while not is_sorted(collection):
        random.shuffle(collection)
    return collection",0.540782,0.9999856
bitonic_sort,bitonic_sort,"bitonic_sort It can sort only array that sizes power of 2
It can sort array in both increasing order and decreasing order by giving argument true(increasing) and false(decreasing)

Worst-case in parallel: O(log(n)^2)
Worst-case in non-parallel: O(nlog(n)^2)

reference: https://en.wikipedia.org/wiki/Bitonic_sorter","bitonic_sort halves in opposite sorting orders, and then calls bitonic_merge to make them in the
same order.

>>> arr = [12, 34, 92, -23, 0, -121, -167, 145]
>>> bitonic_sort(arr, 0, 8, 1)
>>> arr
[-167, -121, -23, 0, 12, 34, 92, 145]

>>> bitonic_sort(arr, 0, 8, 0)
>>> arr
[145, 92, 34, 12, 0, -23, -121, -167]","def bitonic_sort(arr, reverse=False):
    """"""
    bitonic sort is sorting algorithm to use multiple process, but this code not containing parallel process
    It can sort only array that sizes power of 2
    It can sort array in both increasing order and decreasing order by giving argument true(increasing) and false(decreasing)
    
    Worst-case in parallel: O(log(n)^2)
    Worst-case in non-parallel: O(nlog(n)^2)
    
    reference: https://en.wikipedia.org/wiki/Bitonic_sorter
    """"""

    def compare(arr, reverse):
        n = len(arr) // 2
        for i in range(n):
            if reverse != (arr[i] > arr[i + n]):
                (arr[i], arr[i + n]) = (arr[i + n], arr[i])
        return arr

    def bitonic_merge(arr, reverse):
        n = len(arr)
        if n <= 1:
            return arr
        arr = compare(arr, reverse)
        left = bitonic_merge(arr[:n // 2], reverse)
        right = bitonic_merge(arr[n // 2:], reverse)
        return left + right
    n = len(arr)
    if n <= 1:
        return arr
    if not (n and (not n & n - 1)):
        raise ValueError('the size of input should be power of two')
    left = bitonic_sort(arr[:n // 2], True)
    right = bitonic_sort(arr[n // 2:], False)
    arr = bitonic_merge(left + right, reverse)
    return arr","def bitonic_sort(array: list[int], low: int, length: int, direction: int) -> None:
    """"""
    This function first produces a bitonic sequence by recursively sorting its two
    halves in opposite sorting orders, and then calls bitonic_merge to make them in the
    same order.

    >>> arr = [12, 34, 92, -23, 0, -121, -167, 145]
    >>> bitonic_sort(arr, 0, 8, 1)
    >>> arr
    [-167, -121, -23, 0, 12, 34, 92, 145]

    >>> bitonic_sort(arr, 0, 8, 0)
    >>> arr
    [145, 92, 34, 12, 0, -23, -121, -167]
    """"""
    if length > 1:
        middle = int(length / 2)
        bitonic_sort(array, low, middle, 1)
        bitonic_sort(array, low + middle, middle, 0)
        bitonic_merge(array, low, length, direction)",0.720608,0.9994573
pancake_sort,pancake_sort,"pancake_sort Sorting a given array
mutation of selection sort

reference: https://www.geeksforgeeks.org/pancake-sorting/

Overall time complexity : O(N^2)",pancake_sort Sort Array with Pancake Sort.,"def pancake_sort(arr):
    """"""
    Pancake_sort
    Sorting a given array
    mutation of selection sort

    reference: https://www.geeksforgeeks.org/pancake-sorting/
    
    Overall time complexity : O(N^2)
    """"""
    len_arr = len(arr)
    if len_arr <= 1:
        return arr
    for cur in range(len(arr), 1, -1):
        index_max = arr.index(max(arr[0:cur]))
        if index_max + 1 != cur:
            if index_max != 0:
                arr[:index_max + 1] = reversed(arr[:index_max + 1])
            arr[:cur] = reversed(arr[:cur])
    return arr","def pancake_sort(arr):
    """"""Sort Array with Pancake Sort.
    :param arr: Collection containing comparable items
    :return: Collection ordered in ascending order of items
    Examples:
    >>> pancake_sort([0, 5, 3, 2, 2])
    [0, 2, 2, 3, 5]
    >>> pancake_sort([])
    []
    >>> pancake_sort([-2, -5, -45])
    [-45, -5, -2]
    """"""
    cur = len(arr)
    while cur > 1:
        mi = arr.index(max(arr[0:cur]))
        arr = arr[mi::-1] + arr[mi + 1:len(arr)]
        arr = arr[cur - 1::-1] + arr[cur:len(arr)]
        cur -= 1
    return arr",0.7824373,0.9999274
counting_sort,counting_sort,"counting_sort Sorting a array which has no element greater than k
Creating a new temp_arr,where temp_arr[i] contain the number of
element less than or equal to i in the arr
Then placing the number i into a correct position in the result_arr
return the result_arr
Complexity: 0(n)",counting_sort Pure implementation of counting sort algorithm in Python,"def counting_sort(arr):
    """"""
    Counting_sort
    Sorting a array which has no element greater than k
    Creating a new temp_arr,where temp_arr[i] contain the number of
    element less than or equal to i in the arr
    Then placing the number i into a correct position in the result_arr
    return the result_arr
    Complexity: 0(n)
    """"""
    m = min(arr)
    different = 0
    if m < 0:
        different = -m
        for i in range(len(arr)):
            arr[i] += -m
    k = max(arr)
    temp_arr = [0] * (k + 1)
    for i in range(0, len(arr)):
        temp_arr[arr[i]] = temp_arr[arr[i]] + 1
    for i in range(1, k + 1):
        temp_arr[i] = temp_arr[i] + temp_arr[i - 1]
    result_arr = arr.copy()
    for i in range(len(arr) - 1, -1, -1):
        result_arr[temp_arr[arr[i]] - 1] = arr[i] - different
        temp_arr[arr[i]] = temp_arr[arr[i]] - 1
    return result_arr","def counting_sort(collection):
    """"""Pure implementation of counting sort algorithm in Python
    :param collection: some mutable ordered collection with heterogeneous
    comparable items inside
    :return: the same collection ordered by ascending
    Examples:
    >>> counting_sort([0, 5, 3, 2, 2])
    [0, 2, 2, 3, 5]
    >>> counting_sort([])
    []
    >>> counting_sort([-2, -5, -45])
    [-45, -5, -2]
    """"""
    if collection == []:
        return []
    coll_len = len(collection)
    coll_max = max(collection)
    coll_min = min(collection)
    counting_arr_length = coll_max + 1 - coll_min
    counting_arr = [0] * counting_arr_length
    for number in collection:
        counting_arr[number - coll_min] += 1
    for i in range(1, counting_arr_length):
        counting_arr[i] = counting_arr[i] + counting_arr[i - 1]
    ordered = [0] * coll_len
    for i in reversed(range(0, coll_len)):
        ordered[counting_arr[collection[i] - coll_min] - 1] = collection[i]
        counting_arr[collection[i] - coll_min] -= 1
    return ordered",0.7420671,0.99998343
quick_sort,merge_sort,"quick_sort Complexity: best O(n log(n)) avg O(n log(n)), worst O(N^2)",merge_sort Pure implementation of the fastest merge sort algorithm in Python,"def quick_sort(arr, simulation=False):
    """""" Quick sort
        Complexity: best O(n log(n)) avg O(n log(n)), worst O(N^2)
    """"""
    iteration = 0
    if simulation:
        print('iteration', iteration, ':', *arr)
    (arr, _) = quick_sort_recur(arr, 0, len(arr) - 1, iteration, simulation)
    return arr","def merge_sort(collection):
    """"""Pure implementation of the fastest merge sort algorithm in Python

    :param collection: some mutable ordered collection with heterogeneous
    comparable items inside
    :return: a collection ordered by ascending

    Examples:
    >>> merge_sort([0, 5, 3, 2, 2])
    [0, 2, 2, 3, 5]

    >>> merge_sort([])
    []

    >>> merge_sort([-2, -5, -45])
    [-45, -5, -2]
    """"""
    (start, end) = ([], [])
    while len(collection) > 1:
        (min_one, max_one) = (min(collection), max(collection))
        start.append(min_one)
        end.append(max_one)
        collection.remove(min_one)
        collection.remove(max_one)
    end.reverse()
    return start + collection + end",0.6127114,0.0026520742
max_heap_sort,intro_sort,max_heap_sort Complexity: O(n log(n)),"intro_sort >>> max_depth = 2 * math.ceil(math.log2(len(array)))

>>> intro_sort(array, 0, len(array), 16, max_depth)
[1, 2, 4, 6, 7, 8, 8, 12, 14, 14, 22, 23, 27, 45, 56, 79]","def max_heap_sort(arr, simulation=False):
    """""" Heap Sort that uses a max heap to sort an array in ascending order
        Complexity: O(n log(n))
    """"""
    iteration = 0
    if simulation:
        print('iteration', iteration, ':', *arr)
    for i in range(len(arr) - 1, 0, -1):
        iteration = max_heapify(arr, i, simulation, iteration)
    if simulation:
        iteration = iteration + 1
        print('iteration', iteration, ':', *arr)
    return arr","def intro_sort(array: list, start: int, end: int, size_threshold: int, max_depth: int) -> list:
    """"""
    >>> array = [4, 2, 6, 8, 1, 7, 8, 22, 14, 56, 27, 79, 23, 45, 14, 12]

    >>> max_depth = 2 * math.ceil(math.log2(len(array)))

    >>> intro_sort(array, 0, len(array), 16, max_depth)
    [1, 2, 4, 6, 7, 8, 8, 12, 14, 14, 22, 23, 27, 45, 56, 79]
    """"""
    while end - start > size_threshold:
        if max_depth == 0:
            return heap_sort(array)
        max_depth -= 1
        pivot = median_of_3(array, start, start + (end - start) // 2 + 1, end - 1)
        p = partition(array, start, end, pivot)
        intro_sort(array, p, end, size_threshold, max_depth)
        end = p
    return insertion_sort(array, start, end)",0.65373397,0.0007065439
max_heapify,heap_sort,max_heapify Max heapify helper for max_heap_sort,"heap_sort >>> heap_sort(array)
[1, 2, 4, 6, 7, 8, 8, 12, 14, 14, 22, 23, 27, 45, 56, 79]","def max_heapify(arr, end, simulation, iteration):
    """""" Max heapify helper for max_heap_sort
    """"""
    last_parent = (end - 1) // 2
    for parent in range(last_parent, -1, -1):
        current_parent = parent
        while current_parent <= last_parent:
            child = 2 * current_parent + 1
            if child + 1 <= end and arr[child] < arr[child + 1]:
                child = child + 1
            if arr[child] > arr[current_parent]:
                (arr[current_parent], arr[child]) = (arr[child], arr[current_parent])
                current_parent = child
                if simulation:
                    iteration = iteration + 1
                    print('iteration', iteration, ':', *arr)
            else:
                break
    (arr[0], arr[end]) = (arr[end], arr[0])
    return iteration","def heap_sort(array: list) -> list:
    """"""
    >>> array = [4, 2, 6, 8, 1, 7, 8, 22, 14, 56, 27, 79, 23, 45, 14, 12]

    >>> heap_sort(array)
    [1, 2, 4, 6, 7, 8, 8, 12, 14, 14, 22, 23, 27, 45, 56, 79]
    """"""
    n = len(array)
    for i in range(n // 2, -1, -1):
        heapify(array, i, n)
    for i in range(n - 1, 0, -1):
        (array[i], array[0]) = (array[0], array[i])
        heapify(array, 0, i)
    return array",0.6879559,0.97958964
